2026-07-25 19:55:08,959 | INFO | knowledge_collector.crawl_progress | Current page: 1 | Pages completed: 0 | Pages remaining: 1 | Queue size: 1 | Visited pages: 0 | Current depth: 0 | Elapsed time: 00:00 | Estimated remaining time: 00:00 | Current URL: https://owasp.org/Top10/2021/A01_2021-Broken_Access_Control/index.html
2026-07-26 18:13:34,804 | INFO | knowledge_collector.crawl_progress | Current page: 16 | Pages completed: 6 | Pages remaining: 298 | Queue size: 298 | Visited pages: 6 | Current depth: 1 | Elapsed time: 00:43 | Estimated remaining time: 35:54 | Current URL: https://owasp.org/contact
2026-07-26 18:13:35,351 | INFO | knowledge_collector.crawl_progress | Current page: 17 | Pages completed: 7 | Pages remaining: 297 | Queue size: 297 | Visited pages: 7 | Current depth: 1 | Elapsed time: 00:44 | Estimated remaining time: 31:03 | Current URL: https://policy.owasp.org/operational/general-disclaimer.html
2026-07-26 18:13:35,965 | INFO | knowledge_collector.crawl_progress | Current page: 18 | Pages completed: 8 | Pages remaining: 299 | Queue size: 299 | Visited pages: 8 | Current depth: 2 | Elapsed time: 00:45 | Estimated remaining time: 27:44 | Current URL: https://owasp.org/store
2026-07-26 18:13:37,443 | INFO | knowledge_collector.crawl_progress | Current page: 19 | Pages completed: 8 | Pages remaining: 298 | Queue size: 298 | Visited pages: 8 | Current depth: 2 | Elapsed time: 00:46 | Estimated remaining time: 28:33 | Current URL: https://owasp.org/donate?reponame=owasp.github.io
2026-07-26 18:13:37,992 | INFO | knowledge_collector.crawl_progress | Current page: 20 | Pages completed: 8 | Pages remaining: 297 | Queue size: 297 | Visited pages: 8 | Current depth: 2 | Elapsed time: 00:47 | Estimated remaining time: 28:48 | Current URL: https://owasp.org/www-committee-project
2026-07-26 18:13:38,622 | INFO | knowledge_collector.crawl_progress | Current page: 21 | Pages completed: 9 | Pages remaining: 300 | Queue size: 300 | Visited pages: 9 | Current depth: 2 | Elapsed time: 00:47 | Estimated remaining time: 26:13 | Current URL: https://owasp.org/other_projects
2026-07-26 18:13:39,347 | INFO | knowledge_collector.crawl_progress | Current page: 22 | Pages completed: 10 | Pages remaining: 344 | Queue size: 344 | Visited pages: 10 | Current depth: 2 | Elapsed time: 00:48 | Estimated remaining time: 27:28 | Current URL: https://owasp.org/www-project-amass
2026-07-26 18:13:39,914 | INFO | knowledge_collector.crawl_progress | Current page: 23 | Pages completed: 11 | Pages remaining: 345 | Queue size: 345 | Visited pages: 11 | Current depth: 2 | Elapsed time: 00:48 | Estimated remaining time: 25:20 | Current URL: https://owasp.org/www-project-cheat-sheets
2026-07-26 18:13:40,475 | INFO | knowledge_collector.crawl_progress | Current page: 24 | Pages completed: 12 | Pages remaining: 348 | Queue size: 348 | Visited pages: 12 | Current depth: 2 | Elapsed time: 00:49 | Estimated remaining time: 23:42 | Current URL: https://owasp.org/www-project-cyclonedx
2026-07-26 18:13:41,077 | INFO | knowledge_collector.crawl_progress | Current page: 25 | Pages completed: 13 | Pages remaining: 349 | Queue size: 349 | Visited pages: 13 | Current depth: 2 | Elapsed time: 00:50 | Estimated remaining time: 22:12 | Current URL: https://owasp.org/www-project-defectdojo
2026-07-26 18:13:41,442 | INFO | knowledge_collector.crawl_progress | Current page: 26 | Pages completed: 14 | Pages remaining: 349 | Queue size: 349 | Visited pages: 14 | Current depth: 2 | Elapsed time: 00:50 | Estimated remaining time: 20:46 | Current URL: https://owasp.org/www-project-dependency-check
2026-07-26 18:13:42,035 | INFO | knowledge_collector.crawl_progress | Current page: 27 | Pages completed: 15 | Pages remaining: 349 | Queue size: 349 | Visited pages: 15 | Current depth: 2 | Elapsed time: 00:51 | Estimated remaining time: 19:37 | Current URL: https://owasp.org/www-project-dependency-track
2026-07-26 18:13:42,659 | INFO | knowledge_collector.crawl_progress | Current page: 28 | Pages completed: 16 | Pages remaining: 350 | Queue size: 350 | Visited pages: 16 | Current depth: 2 | Elapsed time: 00:51 | Estimated remaining time: 18:40 | Current URL: https://owasp.org/www-project-juice-shop
2026-07-26 18:13:43,318 | INFO | knowledge_collector.crawl_progress | Current page: 29 | Pages completed: 16 | Pages remaining: 349 | Queue size: 349 | Visited pages: 16 | Current depth: 2 | Elapsed time: 00:52 | Estimated remaining time: 18:51 | Current URL: https://owasp.org/www-project-mobile-app-security
2026-07-26 18:13:43,900 | INFO | knowledge_collector.crawl_progress | Current page: 30 | Pages completed: 17 | Pages remaining: 360 | Queue size: 360 | Visited pages: 17 | Current depth: 2 | Elapsed time: 00:52 | Estimated remaining time: 18:31 | Current URL: https://owasp.org/www-project-modsecurity-core-rule-set
2026-07-26 18:13:44,626 | INFO | knowledge_collector.crawl_progress | Current page: 31 | Pages completed: 18 | Pages remaining: 361 | Queue size: 361 | Visited pages: 18 | Current depth: 2 | Elapsed time: 00:53 | Estimated remaining time: 17:47 | Current URL: https://owasp.org/www-project-owtf
2026-07-26 18:13:45,246 | INFO | knowledge_collector.crawl_progress | Current page: 32 | Pages completed: 19 | Pages remaining: 369 | Queue size: 369 | Visited pages: 19 | Current depth: 2 | Elapsed time: 00:54 | Estimated remaining time: 17:25 | Current URL: https://owasp.org/www-project-samm
2026-07-26 18:13:45,847 | INFO | knowledge_collector.crawl_progress | Current page: 33 | Pages completed: 20 | Pages remaining: 369 | Queue size: 369 | Visited pages: 20 | Current depth: 2 | Elapsed time: 00:54 | Estimated remaining time: 16:44 | Current URL: https://owasp.org/www-project-security-shepherd
2026-07-26 18:13:46,473 | INFO | knowledge_collector.crawl_progress | Current page: 34 | Pages completed: 21 | Pages remaining: 369 | Queue size: 369 | Visited pages: 21 | Current depth: 2 | Elapsed time: 00:55 | Estimated remaining time: 16:07 | Current URL: https://owasp.org/www-project-top-ten
2026-07-26 18:13:46,963 | INFO | knowledge_collector.crawl_progress | Current page: 35 | Pages completed: 22 | Pages remaining: 401 | Queue size: 401 | Visited pages: 22 | Current depth: 2 | Elapsed time: 00:56 | Estimated remaining time: 16:52 | Current URL: https://owasp.org/www-project-web-security-testing-guide
2026-07-26 18:13:47,564 | INFO | knowledge_collector.crawl_progress | Current page: 36 | Pages completed: 23 | Pages remaining: 406 | Queue size: 406 | Visited pages: 23 | Current depth: 2 | Elapsed time: 00:56 | Estimated remaining time: 16:31 | Current URL: https://owasp.org/www-project-api-security
2026-07-26 18:13:48,224 | INFO | knowledge_collector.crawl_progress | Current page: 37 | Pages completed: 24 | Pages remaining: 446 | Queue size: 446 | Visited pages: 24 | Current depth: 2 | Elapsed time: 00:57 | Estimated remaining time: 17:35 | Current URL: https://owasp.org/www-project-bug-logging-tool
2026-07-26 18:13:48,857 | INFO | knowledge_collector.crawl_progress | Current page: 38 | Pages completed: 25 | Pages remaining: 453 | Queue size: 453 | Visited pages: 25 | Current depth: 2 | Elapsed time: 00:57 | Estimated remaining time: 17:20 | Current URL: https://owasp.org/www-project-coraza-web-application-firewall
2026-07-26 18:13:49,507 | INFO | knowledge_collector.crawl_progress | Current page: 39 | Pages completed: 26 | Pages remaining: 453 | Queue size: 453 | Visited pages: 26 | Current depth: 2 | Elapsed time: 00:58 | Estimated remaining time: 16:52 | Current URL: https://owasp.org/www-project-cornucopia
2026-07-26 18:13:50,515 | INFO | knowledge_collector.crawl_progress | Current page: 40 | Pages completed: 27 | Pages remaining: 462 | Queue size: 462 | Visited pages: 27 | Current depth: 2 | Elapsed time: 00:59 | Estimated remaining time: 16:51 | Current URL: https://owasp.org/www-project-csrfguard
2026-07-26 18:13:51,321 | INFO | knowledge_collector.crawl_progress | Current page: 41 | Pages completed: 28 | Pages remaining: 462 | Queue size: 462 | Visited pages: 28 | Current depth: 2 | Elapsed time: 01:00 | Estimated remaining time: 16:28 | Current URL: https://owasp.org/www-project-modsecurity
2026-07-26 18:13:52,035 | INFO | knowledge_collector.crawl_progress | Current page: 42 | Pages completed: 29 | Pages remaining: 464 | Queue size: 464 | Visited pages: 29 | Current depth: 2 | Elapsed time: 01:01 | Estimated remaining time: 16:09 | Current URL: https://owasp.org/www-project-nest
2026-07-26 18:13:52,649 | INFO | knowledge_collector.crawl_progress | Current page: 43 | Pages completed: 30 | Pages remaining: 470 | Queue size: 470 | Visited pages: 30 | Current depth: 2 | Elapsed time: 01:01 | Estimated remaining time: 15:59 | Current URL: https://owasp.org/www-project-pytm
2026-07-26 18:13:53,315 | INFO | knowledge_collector.crawl_progress | Current page: 44 | Pages completed: 31 | Pages remaining: 470 | Queue size: 470 | Visited pages: 31 | Current depth: 2 | Elapsed time: 01:02 | Estimated remaining time: 15:38 | Current URL: https://owasp.org/www-project-samuraiwtf
2026-07-26 18:13:53,952 | INFO | knowledge_collector.crawl_progress | Current page: 45 | Pages completed: 32 | Pages remaining: 470 | Queue size: 470 | Visited pages: 32 | Current depth: 2 | Elapsed time: 01:03 | Estimated remaining time: 15:18 | Current URL: https://owasp.org/www-project-secure-headers
2026-07-26 18:13:54,539 | INFO | knowledge_collector.crawl_progress | Current page: 46 | Pages completed: 32 | Pages remaining: 469 | Queue size: 469 | Visited pages: 32 | Current depth: 2 | Elapsed time: 01:03 | Estimated remaining time: 15:25 | Current URL: https://owasp.org/www-project-threat-dragon
2026-07-26 18:13:55,222 | INFO | knowledge_collector.crawl_progress | Current page: 47 | Pages completed: 33 | Pages remaining: 472 | Queue size: 472 | Visited pages: 33 | Current depth: 2 | Elapsed time: 01:04 | Estimated remaining time: 15:12 | Current URL: https://owasp.org/www-project-vulnerable-web-applications-directory
2026-07-26 18:13:55,845 | INFO | knowledge_collector.crawl_progress | Current page: 48 | Pages completed: 34 | Pages remaining: 473 | Queue size: 473 | Visited pages: 34 | Current depth: 2 | Elapsed time: 01:04 | Estimated remaining time: 14:56 | Current URL: https://owasp.org/www-project-wrongsecrets
2026-07-26 18:13:56,528 | INFO | knowledge_collector.crawl_progress | Current page: 49 | Pages completed: 35 | Pages remaining: 475 | Queue size: 475 | Visited pages: 35 | Current depth: 2 | Elapsed time: 01:05 | Estimated remaining time: 14:43 | Current URL: https://owasp.org/www-project-ai-model-watermarking
2026-07-26 18:13:57,248 | INFO | knowledge_collector.crawl_progress | Current page: 50 | Pages completed: 36 | Pages remaining: 475 | Queue size: 475 | Visited pages: 36 | Current depth: 2 | Elapsed time: 01:06 | Estimated remaining time: 14:28 | Current URL: https://owasp.org/www-project-api-security-testing-framework
2026-07-26 18:13:57,915 | INFO | knowledge_collector.crawl_progress | Current page: 51 | Pages completed: 37 | Pages remaining: 475 | Queue size: 475 | Visited pages: 37 | Current depth: 2 | Elapsed time: 01:06 | Estimated remaining time: 14:13 | Current URL: https://owasp.org/www-project-asvs-security-evaluation-templates-with-nuclei
2026-07-26 18:13:58,505 | INFO | knowledge_collector.crawl_progress | Current page: 52 | Pages completed: 38 | Pages remaining: 475 | Queue size: 475 | Visited pages: 38 | Current depth: 2 | Elapsed time: 01:07 | Estimated remaining time: 13:58 | Current URL: https://owasp.org/www-project-asvs-graph
2026-07-26 18:13:59,105 | INFO | knowledge_collector.crawl_progress | Current page: 53 | Pages completed: 39 | Pages remaining: 478 | Queue size: 478 | Visited pages: 39 | Current depth: 2 | Elapsed time: 01:08 | Estimated remaining time: 13:49 | Current URL: https://owasp.org/www-project-awscanner
2026-07-26 18:13:59,631 | INFO | knowledge_collector.crawl_progress | Current page: 54 | Pages completed: 39 | Pages remaining: 477 | Queue size: 477 | Visited pages: 39 | Current depth: 2 | Elapsed time: 01:08 | Estimated remaining time: 13:54 | Current URL: https://owasp.org/www-project-access-log-parser
2026-07-26 18:14:00,230 | INFO | knowledge_collector.crawl_progress | Current page: 55 | Pages completed: 40 | Pages remaining: 477 | Queue size: 477 | Visited pages: 40 | Current depth: 2 | Elapsed time: 01:09 | Estimated remaining time: 13:40 | Current URL: https://owasp.org/www-project-agent-memory-guard
2026-07-26 18:14:00,829 | INFO | knowledge_collector.crawl_progress | Current page: 56 | Pages completed: 41 | Pages remaining: 477 | Queue size: 477 | Visited pages: 41 | Current depth: 2 | Elapsed time: 01:09 | Estimated remaining time: 13:27 | Current URL: https://owasp.org/www-project-antisamy
2026-07-26 18:14:01,484 | INFO | knowledge_collector.crawl_progress | Current page: 57 | Pages completed: 42 | Pages remaining: 477 | Queue size: 477 | Visited pages: 42 | Current depth: 2 | Elapsed time: 01:10 | Estimated remaining time: 13:15 | Current URL: https://owasp.org/www-project-application-gateway
2026-07-26 18:14:02,059 | INFO | knowledge_collector.crawl_progress | Current page: 58 | Pages completed: 43 | Pages remaining: 477 | Queue size: 477 | Visited pages: 43 | Current depth: 2 | Elapsed time: 01:11 | Estimated remaining time: 13:03 | Current URL: https://owasp.org/www-project-appsec-discovery
2026-07-26 18:14:02,675 | INFO | knowledge_collector.crawl_progress | Current page: 59 | Pages completed: 44 | Pages remaining: 477 | Queue size: 477 | Visited pages: 44 | Current depth: 2 | Elapsed time: 01:11 | Estimated remaining time: 12:52 | Current URL: https://owasp.org/www-project-aspgoat
2026-07-26 18:14:03,270 | INFO | knowledge_collector.crawl_progress | Current page: 60 | Pages completed: 45 | Pages remaining: 477 | Queue size: 477 | Visited pages: 45 | Current depth: 2 | Elapsed time: 01:12 | Estimated remaining time: 12:41 | Current URL: https://owasp.org/www-project-attack-surface-detector
2026-07-26 18:14:03,850 | INFO | knowledge_collector.crawl_progress | Current page: 61 | Pages completed: 46 | Pages remaining: 479 | Queue size: 479 | Visited pages: 46 | Current depth: 2 | Elapsed time: 01:12 | Estimated remaining time: 12:34 | Current URL: https://owasp.org/www-project-auto-devsecops
2026-07-26 18:14:04,460 | INFO | knowledge_collector.crawl_progress | Current page: 62 | Pages completed: 47 | Pages remaining: 479 | Queue size: 479 | Visited pages: 47 | Current depth: 2 | Elapsed time: 01:13 | Estimated remaining time: 12:24 | Current URL: https://owasp.org/www-project-benchmark
2026-07-26 18:14:05,298 | INFO | knowledge_collector.crawl_progress | Current page: 63 | Pages completed: 48 | Pages remaining: 479 | Queue size: 479 | Visited pages: 48 | Current depth: 2 | Elapsed time: 01:14 | Estimated remaining time: 12:17 | Current URL: https://owasp.org/www-project-cervantes
2026-07-26 18:14:06,014 | INFO | knowledge_collector.crawl_progress | Current page: 64 | Pages completed: 49 | Pages remaining: 479 | Queue size: 479 | Visited pages: 49 | Current depth: 2 | Elapsed time: 01:15 | Estimated remaining time: 12:09 | Current URL: https://owasp.org/www-project-chirps
2026-07-26 18:14:06,584 | INFO | knowledge_collector.crawl_progress | Current page: 65 | Pages completed: 50 | Pages remaining: 480 | Queue size: 480 | Visited pages: 50 | Current depth: 2 | Elapsed time: 01:15 | Estimated remaining time: 12:01 | Current URL: https://owasp.org/www-project-code-pulse
2026-07-26 18:14:07,198 | INFO | knowledge_collector.crawl_progress | Current page: 66 | Pages completed: 51 | Pages remaining: 481 | Queue size: 481 | Visited pages: 51 | Current depth: 2 | Elapsed time: 01:16 | Estimated remaining time: 11:54 | Current URL: https://owasp.org/www-project-dvsa
2026-07-26 18:14:07,842 | INFO | knowledge_collector.crawl_progress | Current page: 67 | Pages completed: 52 | Pages remaining: 485 | Queue size: 485 | Visited pages: 52 | Current depth: 2 | Elapsed time: 01:16 | Estimated remaining time: 11:53 | Current URL: https://owasp.org/www-project-data-analysis-visualization-and-ingestion-domain
2026-07-26 18:14:08,406 | INFO | knowledge_collector.crawl_progress | Current page: 68 | Pages completed: 53 | Pages remaining: 485 | Queue size: 485 | Visited pages: 53 | Current depth: 2 | Elapsed time: 01:17 | Estimated remaining time: 11:44 | Current URL: https://owasp.org/www-project-deepsecrets
2026-07-26 18:14:09,157 | INFO | knowledge_collector.crawl_progress | Current page: 69 | Pages completed: 54 | Pages remaining: 485 | Queue size: 485 | Visited pages: 54 | Current depth: 2 | Elapsed time: 01:18 | Estimated remaining time: 11:38 | Current URL: https://owasp.org/www-project-deptrast
2026-07-26 18:14:09,750 | INFO | knowledge_collector.crawl_progress | Current page: 70 | Pages completed: 55 | Pages remaining: 485 | Queue size: 485 | Visited pages: 55 | Current depth: 2 | Elapsed time: 01:18 | Estimated remaining time: 11:31 | Current URL: https://owasp.org/www-project-domain-protect
2026-07-26 18:14:10,352 | INFO | knowledge_collector.crawl_progress | Current page: 71 | Pages completed: 56 | Pages remaining: 485 | Queue size: 485 | Visited pages: 56 | Current depth: 2 | Elapsed time: 01:19 | Estimated remaining time: 11:23 | Current URL: https://owasp.org/www-project-dragon-gpt
2026-07-26 18:14:10,953 | INFO | knowledge_collector.crawl_progress | Current page: 72 | Pages completed: 57 | Pages remaining: 485 | Queue size: 485 | Visited pages: 57 | Current depth: 2 | Elapsed time: 01:20 | Estimated remaining time: 11:17 | Current URL: https://owasp.org/www-project-eks-goat
